"company_name","address","key","in_deq","in_storage"
"SEUBERT MACHINING & FAB INC","1075 NW PARK AVE, ESTACADA, OR 97023","onsite_storage_032382",NA,1
"PACIFIC NORTHWEST ENVIRONMENTAL LLC","19645 SE SUNNYSIDE RD, DAMASCUS, OR 97089","onsite_storage_029408",NA,1
"MAXWELL MOLD & MACHINE","960 82ND DR, GLADSTONE, OR 97027","onsite_storage_031495",NA,1
"MOON SHADOWS ETCHERS OF OREGON","37300 RUBIN LN, SANDY, OR 97055","onsite_storage_031116",NA,1
"ZOCHERT FENCE COMPANY","8205 SE GRAY ST, HAPPY VALLEY, OR 97086","onsite_storage_029536",NA,1
"K B RECYCLING INC","9602 SE CLACKAMAS RD, CLACKAMAS, OR 97015","onsite_storage_033788",NA,1
"BPA","16885 S EADEN RD, OREGON CITY, OR 97045","onsite_storage_024663",NA,1
"CLACKAMAS FIRE DISTRICT #1","28655 SE HWY 212, BORING, OR 97015","onsite_storage_024020",NA,1
"MOLALLA RIVER SCHOOL DIST 35","412 S SWEIGLE, MOLALLA, OR 97038","onsite_storage_023962",NA,1
"NEPTUNE SWIMMING POOL CO","13785 SE AMBLER RD, CLACKAMAS, OR 97015","onsite_storage_029340",NA,1
"HESTIA INC AKA HEARTH CLASSICS","37470 RUBEN LN, SANDY, OR 97055","onsite_storage_085087",NA,1
"HALS CONSTRUCTION","20666 S HWY 213, OREGON CITY, OR 97045","onsite_storage_026079",NA,1
"PROGRASS INC","29895 SW KINSMAN RD, WILSONVILLE, OR 97070","onsite_storage_025418",NA,1
"TRUGREEN LP","5655 SW WILLOW LN, LAKE OSWEGO, OR 97035","onsite_storage_025385",NA,1
"CHANGING LANDSCAPES INC","26267 SW 45TH DR, WILSONVILLE, OR 97070","onsite_storage_025099",NA,1
"JIM CALCAGNO STUDIO","27400 SW HWY 212, BORING, OR 97009","onsite_storage_085292",NA,1
"PRECISION POWDER COATING INC","11719 SE 40TH AVE, MILWAUKIE, OR 97222","onsite_storage_085395",NA,1
"WAVERLEY COUNTRY CLUB","1100 SE WAVERLEY DR, PORTLAND, OR 97222","onsite_storage_045148",NA,1
"SKYLINE NW CORP","117 FOOTHILLS RD, LAKE OSWEGO, OR 97034","onsite_storage_043668",NA,1
"METRO SOUTH TRANSFER STATION","2001 WASHINGTON ST, OREGON CITY, OR 97045","onsite_storage_074665",NA,1
"PENSKE TRUCK LEASING CO  LP","15975 SE 130TH AVE, CLACKAMAS, OR 97015","onsite_storage_048770",NA,1
"DYNO NOBEL INC","19070 S LYONS RD, OREGON CITY, OR 97045","onsite_storage_048743",NA,1
"PHILLIPS SOIL PRODUCTS INC","26050 S HWY 170, CANBY, OR 97013","onsite_storage_048227",NA,1
"LAMINATIONS CORP","9750 SW HILLMAN CT STE 100, WILSONVILLE, OR 97070","onsite_storage_048217",NA,1
"NORTHWEST TECHNOLOGIES INC","1150 NW PARK AVE, ESTACADA, OR 97023","onsite_storage_081794",NA,1
"COLTON SCHOOL DISTRICT 53","30205 S WALL ST, COLTON, OR 97017","onsite_storage_042131",NA,1
"CANBY CITY OF","1480 N TERRITORIAL, CANBY, OR 97013","onsite_storage_082079",NA,1
"SYSCO PORTLAND INC","26250 SW PARKWAY CTR DR, WILSONVILLE, OR 97070","onsite_storage_039438",NA,1
"OLDCASTLE ENCLOSURE SOLUTIONS","155 SE HAZEL DELL WAY, CANBY, OR 97013","onsite_storage_043576",NA,1
"NORTH CLACKAMAS PARK & REC","7300 SE HARMONY RD, MILWAUKIE, OR 97222","onsite_storage_043398",NA,1
"WALKER EMULSIONS INC","4401 SE JOHNSON CREEK BLVD, PORTLAND, OR 97222","onsite_storage_005214",NA,1
"ENOCH PRECISION MACHINING","9085 SE ENOCH CT, CLACKAMAS, OR 97015","onsite_storage_005246",NA,1
"MOLALLA REDI-MIX & ROCK PRODUCTS INC","13050 S MOLALLA FOREST RD, MOLALLA, OR 97038","onsite_storage_103453",NA,1
"EARTH SCIENCE PRODUCTS CORP","23735 NE AIRPORT RD, AURORA, OR 97002","onsite_storage_007973",NA,1
"ROCKWELL COLLINS AEROSPACE&ELE","27300 SW PARKWAY AVE, WILSONVILLE, OR 97070","onsite_storage_002535",NA,1
"PRECISION INTERCONNECT","10025 SW FREEMAN CT, WILSONVILLE, OR 97070","onsite_storage_004502",NA,1
"PCC STRUCTURALS INC","2770 SE MAILWELL DR, MILWAUKIE, OR 97222","onsite_storage_106559",NA,1
"PCC STRUCTURALS INC","5001 SE JOHNSON CREEK BLVD, MILWAUKIE, OR 97222","onsite_storage_005154",NA,1
"SSI SHREDDING SYSTEM INC","9760 SW FREEMAN DR, WILSONVILLE, OR 97070","onsite_storage_008407",NA,1
"CEMEX","515 S BERG PKWY, CANBY, OR 97013","onsite_storage_095639",NA,1
"WILLAMETTE EGG FARMS","31348 S HWY 170, CANBY, OR 97013","onsite_storage_002812",NA,1
"STANLEY HYDRAULIC TOOLS","3810 SE NAEF RD, MILWAUKIE, OR 97267","onsite_storage_002811",NA,1
"OREGON IRON WORKS","9889 SE MATHER RD, CLACKAMAS, OR 97015","onsite_storage_095614",NA,1
"ODFW","24500 S ENTRANCE RD, ESTACADA, OR 97023","onsite_storage_005758",NA,1
"TECHNICAL INDUSTRIAL SALES INC","18574 S HWY 99 E, OREGON CITY, OR 97045","onsite_storage_015534",NA,1
"ANDERSON DIE & MFG CO","2425 SE MOORES ST, MILWAUKIE, OR 97222","onsite_storage_001509",NA,1
"EVERETT MFG INC","5700 WILLOW LN, LAKE OSWEGO, OR 97035","onsite_storage_006784",NA,1
"ADVANCED PLASTICS INC","37570 RUBEN LN STE B, SANDY, OR 97055","onsite_storage_006766",NA,1
"TRI-LETT INDUSTRIES INC","13530 S REDLAND RD, OREGON CITY, OR 97045","onsite_storage_001560",NA,1
"NORTH AMERICAN SUBSTATION SERVICES, LLC","3701 NAEF RD, MILWAUKIE, OR 97267","onsite_storage_103290",NA,1
"BLUE SKY FILTERS INC","16600 SE KENS CT, MILWAUKIE, OR 97267","onsite_storage_015005",NA,1
"LISANATTI FOODS INC","1815 RED SOILS CT, OREGON CITY, OR 97045","onsite_storage_002033",NA,1
"XEROX CORPORATION","26600 SW PARKWAY AVE, WILSONVILLE, OR 97070","onsite_storage_005687",NA,1
"NEEDY BRICK & TILE","6401 S MILLER, HUBBARD, OR 97032","onsite_storage_001974",NA,1
"LARSENS CREAMERY INC","16940 SE 130TH AVE, CLACKAMAS, OR 97015","onsite_storage_001969",NA,1
"INTERSTATE MEAT DIST INC","9550 SE LAST RD, CLACKAMAS, OR 97015","onsite_storage_007371",NA,1
"TOWN & COUNTRY FENCE CO OF ORE","8810 SE HERBERT CT, CLACKAMAS, OR 97015","onsite_storage_012095",NA,1
"MET-TEK INC","15651 SE 125TH CT, CLACKAMAS, OR 97015","onsite_storage_004928",NA,1
"GROVTEC U S INC","13529 SE JOHNSON RD, MILWAUKIE, OR 97222","onsite_storage_105525",NA,1
"COLUMBIA RUBBER LLC","14800 SE 82ND DR, CLACKAMAS, OR 97015","onsite_storage_004929",NA,1
"COLUMBIA RUBBER,","14830 SE 82ND DR, CLACKAMAS, OR 97015","onsite_storage_004931",NA,1
"LANDSCAPE EAST & WEST INC","15601 SE 90TH, CLACKAMAS, OR 97015","onsite_storage_011095",NA,1
"MUTUAL MATERIALS CO","16800 SE 130TH, CLACKAMAS, OR 97015","onsite_storage_004336",NA,1
"S A PIAZZA & ASSOCIATES LLC","15815 SE PIAZZA AVE, CLACKAMAS, OR 97015","onsite_storage_004751",NA,1
"DEBLOCK LANDSCAPING","2384 SE OCHOCO, MILWAUKIE, OR 97222","onsite_storage_011044",NA,1
"WARN INDUSTRIES","13270 SE PHEASANT CT, MILWAUKIE, OR 97222","onsite_storage_004799",NA,1
"OREGON CITY CITY OF","122 S CENTER ST, OREGON CITY, OR 97045","onsite_storage_011139",NA,1
"BUREAU OF ENVIRON SVCS","195 FOOTHILLS RD, LAKE OSWEGO, OR 97034","onsite_storage_009937",NA,1
"OREGON GLASS COMPANY","10450 SW RIDDER RD, WILSONVILLE, OR 97070","onsite_storage_008530",NA,1
"CONVEYCO MFG","15151 SE MINUTEMAN WAY, CLACKAMAS, OR 97015","onsite_storage_002381",NA,1
"OECO LLC","4607 SE INTERNATIONAL WAY, MILWAUKIE, OR 97222","onsite_storage_005090",NA,1
"WEST AUTOMOTIVE PRODUCTS LLC","405 S REDWOOD ST, CANBY, OR 97013","onsite_storage_097292",NA,1
"TEMCO ENGINEERED PRODUCTS INC","10240 SE MATHER RD, CLACKAMAS, OR 97015","onsite_storage_003450",NA,1
"CASCADE DRILLING LP","13600 SE AMBLER RD, CLACKAMAS, OR 97015","onsite_storage_099312",NA,1
"FULLER BROS INC","11507 SE HWY 212, CLACKAMAS, OR 97015","onsite_storage_003496",NA,1
"POTTERS INDUSTRIES LLC","350 NW BAKER DR, CANBY, OR 97013","onsite_storage_000975",NA,1
"COORSTEK MEDICAL","221 COMMERCIAL PKWY, MOLALLA, OR 97038","onsite_storage_101065",NA,1
"PLASTIMAYD CORPORATION","14151 FIR ST, OREGON CITY, OR 97045","onsite_storage_006207",NA,1
"PACKAGE CONTAINERS INC","777 NE 4TH AVE, CANBY, OR 97013","onsite_storage_001005",NA,1
"WEYERHAEUSER NR CO","6051 S LONE ELDER RD, AURORA, OR 97002","onsite_storage_016461",NA,1
"COCA-COLA REFRESHMENTS","9750 SW BARBER ST, WILSONVILLE, OR 97070","onsite_storage_016371",NA,1
"CHEMSTATION OF OREGON","26100 SW 95TH AVE STE 202, WILSONVILLE, OR 97070","onsite_storage_101069",NA,1
"CORNELL PUMP CO","16261 SE 130TH AVE, CLACKAMAS, OR 97015","onsite_storage_000400",NA,1
"TAYLOR MADE LABELS INC","17252 SW PILKINGTON RD, LAKE OSWEGO, OR 97035","onsite_storage_006340",NA,1
"OREGON WILBERT VAULT CO","15520 SE 102ND, CLACKAMAS, OR 97015","onsite_storage_001216",NA,1
"CANBY EXCAVATING INC","294 S WALNUT ST, CANBY, OR 97013","onsite_storage_100239",NA,1
"SPEEDY SEPTIC","12055 SE 282ND AVE, BORING, OR 97009","onsite_storage_120825",NA,1
"RB FAB WORKS LLC","375 S REDWOOD ST, CANBY, OR 97013","onsite_storage_121278",NA,1
"FISHEAD CUSTOM PRINTING INC","16069 SE 98TH AVE, CLACKAMAS, OR 97015","onsite_storage_118494",NA,1
"SKYDIVE OREGON INC","12150 S HWY 211, MOLALLA, OR 97038","onsite_storage_119016",NA,1
"STREAM GLOBAL SERVICES INTERNATIONAL","9275 SW PEYTON LN, WILSONVILLE, OR 97070","onsite_storage_120965",NA,1
"BRICKMAN GROUP","20395 STAFFORD RD SW, TUALATIN, OR 97062","onsite_storage_110336",NA,1
"WILSONVILLE CONCRETE","16051 SE HWY 224, DAMASCUS, OR 97015","onsite_storage_113581",NA,1
"GREENBLADE LAWNCARE INC","2320 WILLAMETTEFALL DR, WEST LINN, OR 97068","onsite_storage_120523",NA,1
"LAKE OSWEGO CORP","16901 MAPLE CIR, LAKE OSWEGO, OR 97034","onsite_storage_120927",NA,1
"LAKE OSWEGO CORP","OAK TERRACE DR TXLT 1411, LAKE OSWEGO, OR 97034","onsite_storage_120926",NA,1
"LAKE OSWEGO CORP","18089 BRYANT RD, LAKE OSWEGO, OR 97034","onsite_storage_120931",NA,1
"PCC STRUCTURALS INC","13521 JOHNSON RD, MILWAUKIE, OR 97222","onsite_storage_114161",NA,1
"LAKE OSWEGO CORP","CANAL RD, LAKE OSWEGO, OR 97034","onsite_storage_120930",NA,1
"LAKE OSWEGO CORP","698 MCVEY AVE, LAKE OSWEGO, OR 97034","onsite_storage_120929",NA,1
"LAKE OSWEGO CORP","645 NORTH SHORE RD, LAKE OSWEGO, OR 97034","onsite_storage_120928",NA,1
"PORTLAND CITY OF - STREETCAR","1516 NW NORTHRUP ST, PORTLAND, OR 97209","onsite_storage_092613",NA,1
"DENNIS SEVEN DEES LANDSCAPING","7355 SE JOHNSON CREEK BLVD, PORTLAND, OR 97206","onsite_storage_043219",NA,1
"WESTERN ABRASIVES INC","1170 NE 63RD AVE, PORTLAND, OR 97213","onsite_storage_004797",NA,1
"CAMERON GREAT LAKES INC","2335 NW 29TH AVE, PORTLAND, OR 97210","onsite_storage_004981",NA,1
"CAMERON GREAT LAKE INC","2323 NW 29TH AVE, PORTLAND, OR 97210","onsite_storage_077571",NA,1
"PENSKE TRUCK LEASING","18900 NE SAN RAFAEL, PORTLAND, OR 97230","onsite_storage_018973",NA,1
"OREGON SOAP COMPANY","12785 NE WHITAKER WAY, PORTLAND, OR 97230","onsite_storage_077755",NA,1
"DS SERVICES OF AMERICA INC","13233 NE JARRETT ST, PORTLAND, OR 97230","onsite_storage_093266",NA,1
"ROSE QUARTER DIALYSIS CENTER","4905 NE MLK BLVD, PORTLAND, OR 97211","onsite_storage_092566",NA,1
"HOLLYWOOD KIDNEY CENTER","2824 NE WASCO ST, PORTLAND, OR 97232","onsite_storage_092571",NA,1
"PORTLAND PARKS & REC","6437 SE DIVISION, PORTLAND, OR 97206","onsite_storage_017050",NA,1
"PGE","1705 E BURNSIDE AVE, GRESHAM, OR 97030","onsite_storage_017359",NA,1
"ARDEN OLSON BUILDING INC","28930 SE POWELL VALLEY RD, GRESHAM, OR 97080","onsite_storage_077554",NA,1
"WIDMER BROS BREWING CO","924 N RUSSELL ST, PORTLAND, OR 97227","onsite_storage_060166",NA,1
"PACIFICORP","8111 NE COLUMBIA BLVD, PORTLAND, OR 97218","onsite_storage_017230",NA,1
"KAISER PERMANENTE","3500 N INTERSTATE AVE, PORTLAND, OR 97227","onsite_storage_019083",NA,1
"BRIDGEPORT BREWING CO","1318 NW NORTHRUP ST, PORTLAND, OR 97209","onsite_storage_045416",NA,1
"OTA FAMILY TOFU","812 SE STARK, PORTLAND, OR 97214","onsite_storage_004894",NA,1
"ODOT","1100 N COLUMBIA BLVD, PORTLAND, OR 97217","onsite_storage_006037",NA,1
"P J FOOD SERVICE INC","15011 N LOMBARD ST STE A, PORTLAND, OR 97203","onsite_storage_104016",NA,1
"ODOT","5315 NE 101ST, PORTLAND, OR 97220","onsite_storage_006036",NA,1
"MULTNOMAH COUNTY","1620 SE 190TH AVE, PORTLAND, OR 97233","onsite_storage_017128",NA,1
"LEATHERMAN TOOL GROUP","12106 NE AINSWORTH CIR, PORTLAND, OR 97220","onsite_storage_045070",NA,1
"DACON INDUSTRIES COMPANY","10661 N LOMBARD ST, PORTLAND, OR 97203","onsite_storage_043602",NA,1
"GRESHAM GOLF LLC","2155 NE DIVISION, GRESHAM, OR 97030","onsite_storage_043256",NA,1
"MULTNOMAH CO-VECTOR CONT","5235 N COLUMBIA BLVD, PORTLAND, OR 97203","onsite_storage_017132",NA,1
"A B FINISHING TECH","6724 NE 46TH AVE, PORTLAND, OR 97218","onsite_storage_047186",NA,1
"PORT OF PORTLAND","5750 NE MARINE DR, PORTLAND, OR 97218","onsite_storage_017924",NA,1
"BPA","905 NE 11TH AVE, PORTLAND, OR 97232","onsite_storage_018737",NA,1
"PORT OF PORTLAND","7111 NE ALDERWOOD, PORTLAND, OR 97218","onsite_storage_017925",NA,1
"PORT OF PORTLAND","9699 N RIVERGATE BLVD, PORTLAND, OR 97203","onsite_storage_017926",NA,1
"PORT OF PORTLAND","10801 N LOMBARD, PORTLAND, OR 97203","onsite_storage_017927",NA,1
"TROUTDALE CITY OF","1820 NW GRAHAM RD, TROUTDALE, OR 97060","onsite_storage_017932",NA,1
"TRAILBLAZER FOODS INC","17900 NE SAN RAFAEL, GRESHAM, OR 97230","onsite_storage_005303",NA,1
"PROGRASS INC","5330 NE 105TH, PORTLAND, OR 97220","onsite_storage_017945",NA,1
"ODFW","70543 NE HERMAN LOOP, CASCADE LOCKS, OR 97014","onsite_storage_005766",NA,1
"PENSKE TRUCK LEASING","1 NE COLUMBIA BLVD, PORTLAND, OR 97211","onsite_storage_044180",NA,1
"PORTLAND CITY OF","4800 NE 122ND AVE, PORTLAND, OR 97230","onsite_storage_018745",NA,1
"NORTHWEST PIPE COMPANY","12005 N BURGARD RD, PORTLAND, OR 97203","onsite_storage_005267",NA,1
"IMPERIAL PAINT CO","2526 NW YEON AVE, PORTLAND, OR 97210","onsite_storage_005714",NA,1
"VA MEDICAL CENTER PORTLAND","3710 SW US VETS HOSP RD, PORTLAND, OR 97239","onsite_storage_018659",NA,1
"UNIVERSAL APPLICATORS INC","10111 NE 6TH DR, PORTLAND, OR 97211","onsite_storage_059655",NA,1
"COLUMBIA FORGE & MACHINE","8424 N CRAWFORD ST, PORTLAND, OR 97203","onsite_storage_005730",NA,1
"ODA","1207 NW NAITO PKWY STE 204, PORTLAND, OR 97209","onsite_storage_017993",NA,1
"GLACIER NORTHWEST INC","2172 NW MARINE DR, TROUTDALE, OR 97060","onsite_storage_080753",NA,1
"SIMONDS INTERNATIONAL","2700 SE TACOMA ST, PORTLAND, OR 97202","onsite_storage_005722",NA,1
"PORTLAND SCHOOL DISTRICT 1J","1151 SW VERMONT ST, PORTLAND, OR 97219","onsite_storage_017483",NA,1
"CH MURPHY-CLARK-ULLMAN","5458 N CHANNEL AVE, PORTLAND, OR 97217","onsite_storage_080782",NA,1
"REYNOLDS SCHOOL DISTRICT 7","1698 SW CHERRY PARK RD, PORTLAND, OR 97230","onsite_storage_017572",NA,1
"VEOLIA WATER N AMERICA","20015 NE SANDY BLVD, PORTLAND, OR 97230","onsite_storage_017581",NA,1
"TUBULAR SOLUTIONS INC","2690 NW NICOLAI ST, PORTLAND, OR 97210","onsite_storage_092290",NA,1
"B & B METAL","11309 NE HOLMAN ST, PORTLAND, OR 97220","onsite_storage_005516",NA,1
"TCI AMERICA","13135 N WOODRUSH WAY, PORTLAND, OR 97203","onsite_storage_103497",NA,1
"LLOYD CENTER ICE CHALET","953 LLOYD CENTER, PORTLAND, OR 97232","onsite_storage_092402",NA,1
"CENTURYLINK","707 SW WASHINGTON STE E400, PORTLAND, OR 97205","onsite_storage_078559",NA,1
"PORTLAND SCHOOL DISTRICT 1J","6801 SE 60TH, PORTLAND, OR 97206","onsite_storage_017460",NA,1
"BRIDGETOWN CORES INC","900 N COLUMBIA BLVD, PORTLAND, OR 97217","onsite_storage_078745",NA,1
"MULTNOMAH COUNTY","1620 SE 190TH AVE, PORTLAND, OR 97233","onsite_storage_018919",NA,1
"KNIFE RIVER","12222 NW MARINA WAY, PORTLAND, OR 97231","onsite_storage_103363",NA,1
"AMERICAN METAL CLEANING INC","9940 N VANCOUVER WAY, PORTLAND, OR 97217","onsite_storage_018818",NA,1
"KAISER PERMANENTE","3715 N INTERSTATE AVE, PORTLAND, OR 97227","onsite_storage_072459",NA,1
"JALISCO AUTO SERVICE","2368 NW BURNSIDE RD, GRESHAM, OR 97030","onsite_storage_102901",NA,1
"WOOD-KOTE PRODUCTS INC","8000 NE 14TH PL, PORTLAND, OR 97211","onsite_storage_005603",NA,1
"HERON LAKES GOLF COURSE","3500 N VICTORY BLVD, PORTLAND, OR 97217","onsite_storage_043257",NA,1
"PACIFICA INC","3135 NW INDUSTRIAL ST, PORTLAND, OR 97210","onsite_storage_072515",NA,1
"DSU-PETERBILT & GMC INC","5555 N LAGOON AVE, PORTLAND, OR 97217","onsite_storage_017939",NA,1
"BOYD COFFEE CO","19730 NE SANDY BLVD, PORTLAND, OR 97230","onsite_storage_005221",NA,1
"FRED MEYER STORES INC","3800 SE 22ND, PORTLAND, OR 97202","onsite_storage_017715",NA,1
"KAISER PERMANENTE","7201 N INTERSTATE AVE, PORTLAND, OR 97217","onsite_storage_072460",NA,1
"TEENY FOODS","3434 NE 170TH PL, PORTLAND, OR 97230","onsite_storage_007454",NA,1
"MCQUIGGINS INC","4505 SE 23RD, PORTLAND, OR 97222","onsite_storage_055514",NA,1
"TRILLIUM LUMBER CO","9089 N DENVER AVE, PORTLAND, OR 97217","onsite_storage_007628",NA,1
"DREW PAINTS INC","1525 NW 23RD AVE, PORTLAND, OR 97210","onsite_storage_007964",NA,1
"METRO SAFETY & FIRE INC","14324 SE STARK ST, PORTLAND, OR 97233","onsite_storage_055635",NA,1
"YMCA CAMP COLLINS","3001 SE OXBOW PKWY, GRESHAM, OR 97080","onsite_storage_095647",NA,1
"GREAT WESTERN INK INC","2100 NW 22ND AVE, PORTLAND, OR 97210","onsite_storage_006873",NA,1
"APOLLO CHEMICAL & EQUIPMENT CO","6647 NE 47TH AVE, PORTLAND, OR 97218","onsite_storage_007104",NA,1
"SAPA PROFILES INC","7933 NE 21ST AVE, PORTLAND, OR 97211","onsite_storage_007099",NA,1
"A & B SHEET METAL WORKS LLC","5410 NE 109TH AVE, PORTLAND, OR 97220","onsite_storage_049203",NA,1
"MOUNT HOOD MEDICAL CENTER","24800 SE STARK ST, GRESHAM, OR 97030","onsite_storage_055871",NA,1
"MOUNT HOOD COMMUNITY COLLEGE","26000 SE STARK ST, GRESHAM, OR 97030","onsite_storage_006899",NA,1
"UNIFIRST CORP LOC 335","14321 NE WHITTAKER WAY, PORTLAND, OR 97230","onsite_storage_010076",NA,1
"DAIMLER TRUCKS NORTH AMERICA","5115 N LAGOON, PORTLAND, OR 97217","onsite_storage_010204",NA,1
"DANNON COMPANY THE","5858 NE 87TH AVE, PORTLAND, OR 97220","onsite_storage_054136",NA,1
"ABBYS AUTO BODY SHOP INC","7835 SW 37TH AVE, PORTLAND, OR 97219","onsite_storage_010488",NA,1
"DU TRUCK SERVICE INC","8900 N VANCOUVER AVE, PORTLAND, OR 97217","onsite_storage_098745",NA,1
"MACS RADIATOR & REPAIR INC","6147 SE FOSTER RD, PORTLAND, OR 97206","onsite_storage_009610",NA,1
"HOGAN FAB INC","5722 SE JOHNSON CREEK BLVD, PORTLAND, OR 97206","onsite_storage_053875",NA,1
"PORTLAND SCHOOL DISTRICT 1J","501 DIXON, PORTLAND, OR 97227","onsite_storage_009682",NA,1
"CITY RADIATOR INC","1420 NW EVERETT ST, PORTLAND, OR 97209","onsite_storage_009778",NA,1
"TUBE FORGINGS OF AMERICA INC","5200 NW FRONT, PORTLAND, OR 97210","onsite_storage_008312",NA,1
"SCHOOL SPECIALTY CO OF OREGON","1035 SE 3RD AVE, PORTLAND, OR 97214","onsite_storage_008510",NA,1
"HICKORY SPRINGS OF CALIFORNIA","3900 NE 158TH ST, PORTLAND, OR 97230","onsite_storage_008501",NA,1
"EDGEFIELD BREWERY","2126 SW HALSEY ST, TROUTDALE, OR 97060","onsite_storage_052387",NA,1
"BULLSEYE GLASS CO","3743 SE 21ST ST, PORTLAND, OR 97202","onsite_storage_099338",NA,1
"WESTERN INTEGRATED TECHNOLGIES","8900 N RAMSEY BLVD, PORTLAND, OR 97203","onsite_storage_008398",NA,1
"PORTLAND CITY OF","2929 N KERBY AVE, PORTLAND, OR 97227","onsite_storage_011500",NA,1
"WILLIAMS FORM ENGINEERING","7601 N COLUMBIA BLVD, PORTLAND, OR 97203","onsite_storage_011450",NA,1
"ART CRAFT SILVERSMITH","3111 SE 13TH AVE STE 500, PORTLAND, OR 97202","onsite_storage_047602",NA,1
"ENERSYS","4226 NE 161ST AVE STE A, PORTLAND, OR 97230","onsite_storage_047480",NA,1
"ODOT","9637 SW 35TH DR, PORTLAND, OR 97219","onsite_storage_006126",NA,1
"FXI INC","19241 NE SAN RAFAEL ST, PORTLAND, OR 97230","onsite_storage_048137",NA,1
"NEW SYSTEM LAUNDRY","432 NE 10TH AVE, PORTLAND, OR 97232","onsite_storage_048248",NA,1
"SUPERIOR TANK WASH INC","5741 NE 92ND DR, PORTLAND, OR 97220","onsite_storage_076826",NA,1
"COCA-COLA COMPANY THE","2710 NE DAVIS ST, PORTLAND, OR 97232","onsite_storage_016372",NA,1
"GAMBLIN ARTISTS COLORS CO","323 SE DIVISION PL, PORTLAND, OR 97202","onsite_storage_048129",NA,1
"CINTAS CORPORATION","9045 N RAMSEY BLVD, PORTLAND, OR 97203","onsite_storage_046922",NA,1
"BELTSERVICE CORP","13327 N WOODRUSH WAY, PORTLAND, OR 97203","onsite_storage_006213",NA,1
"GANS INK & SUPPY CO","3448 NW YEON AVE, PORTLAND, OR 97210","onsite_storage_046389",NA,1
"GALVANIZERS","2427 NW 30TH AVE, PORTLAND, OR 97210","onsite_storage_046015",NA,1
"INTEGRA TELECOM INC","400 SW 6TH AVE STE 500, PORTLAND, OR 97204","onsite_storage_093595",NA,1
"ADVANCED POWDER COATING INC","8969 SE 58TH, PORTLAND, OR 97206","onsite_storage_101198",NA,1
"BRANDWATCH TECHNOLOGIES INC","5921 N MARINE DR, PORTLAND, OR 97203","onsite_storage_093714",NA,1
"COLLIER MANUFACTURING LLC","1891 NW COMMERCE CT, TROUTDALE, OR 97060","onsite_storage_101154",NA,1
"SAFELITE AUTO GLASS","5119 NE 158TH AVE, PORTLAND, OR 97230","onsite_storage_046774",NA,1
"MORASCH MEATS INC","4050 NE 158TH AVE, PORTLAND, OR 97230","onsite_storage_046526",NA,1
"KING CYCLE GROUP","2801 NW NELA ST, PORTLAND, OR 97210","onsite_storage_094420",NA,1
"USACE","150 I-84 EXIT 40, CASCADE LOCKS, OR 97014","onsite_storage_016652",NA,1
"HYDRA-POWER SYSTEMS INC","5445 NE 122ND AVE, PORTLAND, OR 97230","onsite_storage_006657",NA,1
"PERMACOLD ENGINEERING INC","3005 NE ARGYLE ST, PORTLAND, OR 97211","onsite_storage_048681",NA,1
"WESTERN GROUP THE","4025 NW EXPRESS AVE, PORTLAND, OR 97210","onsite_storage_006525",NA,1
"MULTNOMAH COUNTY TRANSPORT DIV","1403 SE WATER, PORTLAND, OR 97233","onsite_storage_048652",NA,1
"NW BRASS & ALUM FOUNDRY","10707 SE KNIGHT ST, PORTLAND, OR 97266","onsite_storage_056183",NA,1
"CASCADE CORPORATION","2207 NE 201ST, FAIRVIEW, OR 97024","onsite_storage_048760",NA,1
"KANTO CORPORATION INC","13424 N WOODRUSH WAY, PORTLAND, OR 97203","onsite_storage_048518",NA,1
"ALS TRIBOLOBY","4943 NW FRONT AVE, PORTLAND, OR 97210","onsite_storage_048391",NA,1
"PELLA VINYL","18722 NE WILKES RD, PORTLAND, OR 97230","onsite_storage_095378",NA,1
"NORTHWEST RETREADERS","19004 NE SAN RAFAEL ST, PORTLAND, OR 97230","onsite_storage_015898",NA,1
"GRESHAM-BARLOW SCHOOL DIST 10J","5105 SE 302ND, GRESHAM, OR 97080","onsite_storage_048594",NA,1
"REED ELECTRIC COMPANY","2539 NW VAUGHN, PORTLAND, OR 97210","onsite_storage_006476",NA,1
"GRESHAM-BARLOW SCHOOL DIST 10J","1200 N MAIN AVE, GRESHAM, OR 97030","onsite_storage_048595",NA,1
"STACK METALLURGICAL SERVICES","5938 N BASIN AVE, PORTLAND, OR 97217","onsite_storage_048537",NA,1
"ODOT","12348 N CENTER AVE, PORTLAND, OR 97217","onsite_storage_006441",NA,1
"TIDEE-DIDEE DIAPER SERVICE","6011 SE 92ND AVE, PORTLAND, OR 97266","onsite_storage_037951",NA,1
"REJUVENATION INC","2550 NW NICOLAI ST, PORTLAND, OR 97210","onsite_storage_068652",NA,1
"JOHNSON CONCRETE PRODUCTS","6500 JOHNSON CREEK BLVD, PORTLAND, OR 97206","onsite_storage_003480",NA,1
"TROUTDALE TRANSFER STATION","869 NW EASTWIND DR, TROUTDALE, OR 97060","onsite_storage_066099",NA,1
"PENSKE TRUCK LEASING","2800 NW NELA ST, PORTLAND, OR 97210","onsite_storage_068701",NA,1
"PORTLAND HOSPITAL SERVICE","18440 NE PORTAL WAY, PORTLAND, OR 97230","onsite_storage_037567",NA,1
"ALSCO AMERICAN LINEN","1755 NE ARGYLE, PORTLAND, OR 97211","onsite_storage_068480",NA,1
